year,iso3,Countries,ECONOMIC FREEDOM ALL AREAS,EFW RANK,EFW QUARTILE,1Ai Government consumption without interest payments,1Ai Government consumption without interest payments_data,1Aii Government consumption plus interest payments,1Aii Government consumption plus interest payments_data,1A Government consumption,1B  Transfers and subsidies,1B  Transfers and subsidies_data,1C  Government investment,1C  Government investment_data,1Di Top marginal income tax rate,1Di Top marginal income tax rate_data,1Dii Top marginal income and payroll tax rate,1Dii Top marginal income and payroll tax rate_data,1D  Top marginal tax rate,IE State ownership,Area 1 Size of Government,Area 1 Rank,2A  Judicial independence,2B  Impartial courts,2C  Property rights,2D  Military interference,2E Legal integrity,2F Contracts,2G Real property,2H Police and crime,Gender Disparity Index,Area 2 Legal System & Property Rights -- Without Gender Adjustment,Area 2 Legal System & Property Rights -- With Gender Adjustment,Area 2 Rank,3A  Money growth,3A  Money growth_data,3B  Standard deviation of inflation,3B  Standard deviation of inflation_data,3C  Inflation,3C  Inflation_data,3D  Foreign currency bank accounts,Area 3 Sound Money,Area 3 Rank,4Ai  Trade tax revenue,4Ai  Trade tax revenue_data,4Aii  Mean tariff rate,4Aii  Mean tariff rate_data,4Aiii  Standard deviation of tariff rates,4Aiii  Standard deviation of tariff rates_data,4A  Tariffs,4Bi  Non-tariff trade barriers,4Bii  Costs of importing and exporting,4B  Regulatory trade barriers,4C  Black market exchange rates,4Di  Financial openness,4Dii  Capital controls,4Diii Freedom of foreigners to visit,4Div Protection of Foreign Assets,4D  Controls of the movement of capital and people,Area 4 Freedom to trade internationally,Area 4 Rank,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5A  Credit market regulation,5Bi  Labor regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Flexible wage determination,5Biv  Hours Regulations,5Bv Cost of worker dismissal,5Bvi  Conscription,5Bvii Foreign Labor,5B  Labor market regulations,5Ci  Regulatory Burden,5Cii  Bureacracy costs,5Ciii  Impartial Public Administration,5Civ Tax compliance,5C  Business regulation,5Di  Market openness,5Dii Business Permits,5Diii Distorton of the business environment,5D Freedom to enter markets and compete,Area 5 Regulation,Area 5 Rank,Region,Income_Group,efw_present,n_areas,complete5,BN.CAB.XOKA.GD.ZS,BX.KLT.DINV.WD.GD.ZS,FM.LBL.BMNY.GD.ZS,FP.CPI.TOTL.ZG,FS.AST.PRVT.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.TAX.TOTL.GD.ZS,NE.CON.GOVT.ZS,NE.GDI.FTOT.ZS,NE.TRD.GNFS.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.TOTL.RT.ZS,SE.SEC.ENRR,SI.POV.GINI,SL.TLF.CACT.ZS,SL.UEM.TOTL.ZS,SP.DYN.LE00.IN,SP.POP.TOTL,wgi_control_corruption,wgi_govt_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_of_law,wgi_voice_accountability,gdppc_filled,trade_openness_filled,investment_gfcf_filled,govt_consumption_filled,macro_n_vars,macro_present,merged_present
2010,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-18.7525373189382,7.61167220218675,71.8270449566809,2.07814071860787,58.8006572951036,,,26.4651444384815,,135.464654677581,-2.73345679250639,25429.2180974853,0.00387013761309746,98.2207412719727,,,,74.297,101838.0,1.12129557132721,1.24645340442657,1.10084736347198,1.34483778476715,1.41611361503601,1.28188371658325,25429.2180974853,135.464654677581,,26.4651444384815,22,True,False
2011,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-9.8776559966521,18.5057800383246,66.8944344576015,4.31629742195203,56.2504341594081,,,25.1084551379907,,154.437786862887,3.36923718421511,26093.0542083227,0.00380977060432498,96.633918762207,,,,74.578,102591.0,1.10294651985168,1.23643040657043,1.28573775291443,1.31727695465088,1.3224583864212,1.27358782291412,26093.0542083227,154.437786862887,,25.1084551379907,22,True,False
2012,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,3.47345127544661,-12.0331802180755,73.0407417036104,0.627471992893373,58.6859032351161,,,26.1779453788038,,156.645197205944,-1.04079988436683,25444.7336646687,0.00340775585550675,108.976188659668,,,,74.841,104110.0,1.09523594379425,1.24758815765381,1.26388156414032,1.40213143825531,1.30978834629059,1.2846497297287,25444.7336646687,156.645197205944,,26.1779453788038,22,True,False
2013,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-11.813208837986,9.97445713517423,67.4196422171478,-2.37206524252261,59.1636851428981,,,26.1933092353851,,155.731904417046,6.43146080719245,26680.1411206342,0.00245165331607624,,,,,75.072,105675.0,1.11960065364838,1.22108125686646,1.31222629547119,1.42087960243225,1.29263317584991,1.27806329727173,26680.1411206342,155.731904417046,,26.1933092353851,21,True,False
2014,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-4.65857687581843,7.46525460335849,69.5869442457704,0.421440918881214,60.2405386637617,,,24.8237206145142,,156.491052766236,1.42609864257801,26773.8226808518,0.00323517161852513,,,,,75.261,106807.0,1.01400101184845,0.887494266033173,1.16456782817841,1.24536085128784,1.0364248752594,1.27683234214783,26773.8226808518,156.491052766236,,24.8237206145142,21,True,False
2015,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,3.99414243924537,-0.907264375161604,71.7417951532194,0.474763597342641,56.6268817632089,,,23.2556245254405,,140.493001133496,3.61147995361162,27458.2201537506,0.00238765944448716,,,,,75.405,107906.0,1.24830114841461,0.847599267959595,1.21023952960968,1.35814249515533,1.22713792324066,1.27399480342865,27458.2201537506,140.493001133496,,23.2556245254405,21,True,False
2016,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,4.7317741972835,0.923397287531133,78.012084907796,-0.931195987079561,57.2219316866237,,,23.4875843310001,,136.887263320827,1.23433537363427,27587.2498040483,0.0033437423337293,,,,,75.54,108727.0,1.23269331455231,0.852905750274658,1.26075851917267,1.33574497699738,1.2266480922699,1.27949273586273,27587.2498040483,136.887263320827,,23.4875843310001,21,True,False
2017,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,1.1197958543778,5.2533752062728,76.5954540971044,-1.02828178762012,57.246534425591,,,23.0215595997143,,138.716620095236,3.49342985290626,28548.8904317739,0.00282719063862959,,,,,75.62,108735.0,1.23961400985718,0.875969707965851,1.31384599208832,1.18148112297058,1.29584264755249,1.29565441608429,28548.8904317739,138.716620095236,,23.0215595997143,21,True,False
2018,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-0.59136646769686,4.39981717177271,74.635391727952,3.62604141352961,55.9651018283957,,,23.0710479682749,,138.824972245657,3.21247111920076,29419.208623316,0.00188469168678285,137.829788208008,,,,75.88,108908.0,1.20740139484406,1.01341271400452,1.33750987052917,0.846328258514404,1.25965404510498,1.28282356262207,29419.208623316,138.824972245657,,23.0710479682749,22,True,False
2019,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,2.53380248998849,-2.2478342012416,76.2780057426792,4.25746204335428,59.6493537497553,,,22.9089458395218,,137.9619293134,1.22511225158814,29699.1805366222,0.00168011577104813,139.320587158203,,,,76.019,109203.0,1.17443084716797,0.987693905830383,1.33580732345581,0.846234202384949,1.22834599018097,1.2625652551651,29699.1805366222,137.9619293134,,22.9089458395218,22,True,False
2020,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-12.8046064501285,6.51718576425329,108.444239312685,,82.0939664354264,,,29.1602187981906,,122.723738046404,-23.8979898352395,22729.8897593533,0.00303719334778541,135.124725341797,,,,75.406,108587.0,1.1988273859024,1.07495975494385,1.3715912103653,0.914808511734009,1.27059960365295,1.28185057640076,22729.8897593533,122.723738046404,,29.1602187981906,21,True,False
2021,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,2.75111908453426,4.63553026601194,104.046760433579,,68.6460015848153,,,22.8465703093355,,139.917797708768,14.7306159219273,26292.9179363154,0.0020661282461218,123.625907897949,,,,73.655,107700.0,0.800938904285431,1.08387625217438,1.43172669410706,0.93955534696579,1.24666583538055,1.01815533638,26292.9179363154,139.917797708768,,22.8465703093355,21,True,False
2022,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,6.93602302823432,7.4653342753216,93.1727701661296,,60.5316284506998,,,20.36447283404,,160.634546418015,10.6364309604414,29195.2670227422,,131.802169799805,,,,76.226,107310.0,0.756486594676971,1.10521340370178,1.48307979106903,0.967042565345764,1.27802610397339,1.01316380500793,29195.2670227422,160.634546418015,,20.36447283404,20,True,False
2023,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,5.07202388667267,-3.58459079731401,81.4010032615131,,56.711929646071,,,18.9016243810326,,159.018596924652,7.70679839650956,31430.9353682253,,,,,,76.353,107359.0,0.709075331687927,0.795440852642059,1.43252456188202,0.946606338024139,1.27020680904388,1.0191752910614,31430.9353682253,159.018596924652,,18.9016243810326,19,True,False
2024,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,2.42051208397071,,,,,,17.4998233991158,,160.365278789947,6.81077669324542,33373.9174591266,,124.379366731084,,,,,107995.0,,,,,,,33373.9174591266,160.365278789947,,17.4998233991158,10,True,False
2000,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.00482760061734038,,,,,,,,,,308.318269746638,,,,46.571,7.935,55.005,20130327.0,-1.27172422409058,-2.17394614219666,-2.43896889686584,-2.0802526473999,-1.78066074848175,-2.03141713142395,308.318269746638,,,,13,True,False
2001,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.0241685679088889,,,,,,,,,-9.4319740700862,277.118051443941,,14.0404100418091,,46.533,7.953,55.511,20284307.0,,,,,,,277.118051443941,,,,9,True,False
2002,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,1.30694987042884,,,,,,,,,28.6000011706788,338.139973643387,1.27614880703829,,,46.508,7.93,56.225,21378117.0,-1.25113701820374,-1.58768701553345,-2.03503370285034,-1.81154572963715,-1.67347323894501,-1.43342101573944,338.139973643387,,,,15,True,False
2003,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,1.27849325196424,,,,,,,,,8.83227780288267,346.071627096223,0.731312589343673,13.959529876709,,46.499,7.88,57.171,22733049.0,-1.34417974948883,-1.17576801776886,-2.19837236404419,-1.46310782432556,-1.5582937002182,-1.1775711774826,346.071627096223,,,,16,True,False
2004,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,3.577104200584,,,,,,,,,1.41411799339429,338.637273888197,0.458919792113206,19.2143802642822,,46.507,7.899,57.81,23560654.0,-1.35064733028412,-0.945146262645721,-2.29568219184875,-1.51154899597168,-1.6939252614975,-1.20303392410278,338.637273888197,,,,16,True,False
2005,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,4.36867310434287,,12.6862687216715,,,,,,,11.2297148272859,363.640141436773,0.393192771402782,20.2735099792481,,46.532,7.885,58.247,24404567.0,-1.44725239276886,-1.2288156747818,-2.06750988960266,-1.64344024658203,-1.66296553611755,-1.12542963027954,363.640141436773,,,,17,True,False
2006,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,3.41377297323201,23.3438645266527,6.78459655001655,4.84285686566253,,6.96759757536323,,,,5.35740324748592,367.75831169358,0.504174403493816,29.523889541626,,46.57,7.914,58.553,25424094.0,-1.44629228115082,-1.47365152835846,-2.21913456916809,-1.68946862220764,-1.87900483608246,-1.11029398441315,367.75831169358,,,,20,True,False
2007,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,1.93570171391636,23.833664421484,8.68057078513406,6.83998223656721,,5.28345660361407,,,,13.8263195471281,410.757728879097,0.449500569922326,28.8154907226562,,46.621,7.817,58.956,25909852.0,-1.61325109004974,-1.44011056423187,-2.4133734703064,-1.70887231826782,-1.85256004333496,-1.05765390396118,410.757728879097,,,,20,True,False
2008,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-2.35799044700136,0.45536044478174,29.5122807993009,26.4186641547444,9.38832772083979,,6.08796493104171,,,,3.92498381999467,417.647282647498,0.601665824760427,38.930850982666,,46.68,7.878,59.708,26482622.0,-1.67209553718567,-1.52779507637024,-2.69136095046997,-1.60716688632965,-1.90330755710602,-1.16890180110931,417.647282647498,,,,21,True,False
2009,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,2.23601941932175,0.45188914562189,33.0609569578245,-6.81116108898996,10.58413068423,,8.48175836115538,,,,21.3905283926492,488.830652491949,0.424658195958387,44.2999496459961,,46.743,7.754,60.248,27466101.0,-1.55229878425598,-1.50775218009949,-2.71142148971558,-1.66450762748718,-1.87611877918243,-1.37549519538879,488.830652491949,,,,21,True,False
2010,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-3.64331388234628,1.20311798981139,35.3505617153186,2.17853752389419,11.5750442390122,,9.16975191897818,,,,14.3624414710737,542.871030476037,0.62533261319642,50.4406204223633,,46.811,7.753,60.702,28284089.0,-1.64539110660553,-1.47831559181213,-2.57915186882019,-1.51652824878693,-1.87005805969238,-1.40446734428406,542.871030476037,,,,21,True,False
2011,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-12.6195382087159,0.293025179616803,36.6242278045429,11.8041858089129,4.95918037606027,,8.91679399623322,,,,0.426354776777345,525.42698276582,0.836389660299977,52.4474296569824,,46.881,7.784,61.25,29347708.0,-1.60047078132629,-1.47410047054291,-2.50205969810486,-1.53632390499115,-1.9225001335144,-1.33597695827484,525.42698276582,,,,21,True,False
2012,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-25.8706814974751,0.285440893554571,32.9136922701029,6.44121280934117,4.47210362973721,,7.7078006029517,,,,12.7522870926697,568.929021458341,0.684675468598181,54.372859954834,,46.956,7.856,61.735,30560034.0,-1.43037283420563,-1.37553513050079,-2.41856145858765,-1.19257974624634,-1.6518931388855,-1.26743006706238,568.929021458341,,,,21,True,False
2013,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-25.290058564309,0.239801184405551,32.6820168994225,7.38577178397855,4.3216854169302,,7.12277329012108,,,,5.60074465863221,580.603833333096,0.603571665401867,54.8833694458008,,47.026,7.93,62.188,31622704.0,-1.44596064090729,-1.40146291255951,-2.51934909820557,-1.19309020042419,-1.60975515842438,-1.24013912677765,580.603833333096,,,,21,True,False
2014,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-15.7724198274304,0.209664794672203,34.2095967895183,4.67399603536345,3.94105709996345,,6.8821029425122,,,,2.72454336219565,575.146245808546,0.542756499666634,54.2936515808105,,47.096,7.915,62.26,32792523.0,-1.36493408679962,-1.36164617538452,-2.41106843948364,-1.12413370609283,-1.4377019405365,-1.13552260398865,575.146245808546,,,,21,True,False
2015,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-21.9126573355151,0.88400046336123,33.9280526549766,-0.661709164713742,3.98149379462535,,7.58538233155396,,,,1.45131466066431,565.569730408751,0.469916949251438,53.1501083374023,,47.165,9.052,62.27,33831764.0,-1.35471308231354,-1.39739489555359,-2.56262516975403,-1.0188262462616,-1.51620066165924,-1.11762809753418,565.569730408751,,,,21,True,False
2016,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-14.9501951919169,0.516606084523093,37.2228186582708,4.38389195513915,3.88832174612488,,9.50265278008681,,,,2.26031420279821,563.872336723147,0.617409905168126,53.4350395202637,,47.235,10.133,62.646,34700612.0,-1.54022777080536,-1.29146802425385,-2.6621561050415,-1.33969509601593,-1.52253365516663,-1.03783690929413,563.872336723147,,,,21,True,False
