spec_id,module,outcome,term,horizon,coef,std_err,p_value,nobs,effect_std,controls,data_hash,q_value
A_linear_pwt_tfp_growth_5y_d_efw_area4,A,pwt_tfp_growth_5y,d_efw_area4,3,0.007582260197806103,0.003965815000187614,0.05706936969146548,330,0.008406988645340391,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.45424090713468807
A_linear_pwt_tfp_growth_5y_d_efw_area5,A,pwt_tfp_growth_5y,d_efw_area5,0,0.009826235755644274,0.010342021807629605,0.3424848213778,648,0.006763930644414023,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6837413437683995
A_linear_pwt_tfp_growth_5y_d_efw_area5,A,pwt_tfp_growth_5y,d_efw_area5,1,0.003971973501284263,0.0071324513051363595,0.5779001599706342,542,0.0027341246385936694,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.81097753712764
A_linear_pwt_tfp_growth_5y_d_efw_area5,A,pwt_tfp_growth_5y,d_efw_area5,2,0.0014214222451467058,0.00725377785173238,0.8447673444338086,438,0.0009784419712377643,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.9432715634189632
A_linear_pwt_tfp_growth_5y_d_efw_area5,A,pwt_tfp_growth_5y,d_efw_area5,3,-0.018000949636646106,0.0069916400555358905,0.010608459607699627,340,-0.012391029271399855,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.19920329707791523
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_pos,0,0.017466338035965336,0.022327545515815138,0.4344048177129267,648,0.006670429765618575,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.7059078287835059
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_neg,0,0.07211583200265519,0.043498906598792096,0.09794080559282503,648,0.021469998554562074,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.48682341603492446
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_pos,1,0.00438605577159779,0.0162603269189418,0.7874929902033809,542,0.001675043555912266,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.929479578336487
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_neg,1,0.021427073629369037,0.022851827391274965,0.34896187787068333,542,0.006379171217689209,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6837413437683995
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_pos,2,0.011830983110381318,0.018007387072483647,0.511644134832747,438,0.004518276340095838,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.7652022901480906
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_neg,2,-0.01652563333542565,0.022771794044945975,0.4685443459673977,438,-0.004919936634881342,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.7418243037759423
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_pos,3,-0.0162105276369555,0.018205505735431875,0.37409704033129865,340,-0.006190833238385466,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6929710014614932
A_asym_pwt_tfp_growth_5y,A,pwt_tfp_growth_5y,d_efw_summary_neg,3,0.014588769156068854,0.021548952382698015,0.49902812702813737,340,0.004343302212503154,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.752997798819243
A_linear_pwt_inv_share_change_d_efw_summary,A,pwt_inv_share_change,d_efw_summary,0,0.015895842865812942,0.009379846103377203,0.09060351114511467,825,0.008878877488590828,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.48682341603492446
