variable,year,q,pos_threshold,neg_threshold
d_efw_area5,2010,0.9,0.57984457217369,-0.5025596498694254
d_efw_area5,2015,0.9,0.5652260154135114,-0.33086144863231315
d_efw_area5,2020,0.9,0.40494752831194414,-0.5313330606840796
d_efw_area5,1970,0.85,,
d_efw_area5,1975,0.85,0.13520679012345696,-1.0645009274242365
d_efw_area5,1980,0.85,0.6870409629496573,-0.5280673418516548
d_efw_area5,1985,0.85,0.84776664623542,-0.2084182123960073
d_efw_area5,1990,0.85,0.8154112769673151,-0.45644811478144776
d_efw_area5,1995,0.85,0.862338481703683,-0.5807841205311614
d_efw_area5,2000,0.85,0.9665405380801178,-0.5282910354453356
d_efw_area5,2005,0.85,0.6747003031924123,-0.39727161337316724
d_efw_area5,2010,0.85,0.5164627529949389,-0.39286943637683847
d_efw_area5,2015,0.85,0.4131903509200077,-0.2225915970495206
d_efw_area5,2020,0.85,0.3081983278033429,-0.40323145253469744
d_efw_area2_nogender,1970,0.9,,
d_efw_area2_nogender,1975,0.9,0.6331912161166678,-0.7891682782000005
d_efw_area2_nogender,1980,0.9,0.8308210264991674,-0.5397175895075003
d_efw_area2_nogender,1985,0.9,0.39046215673333284,-0.19367260345416565
d_efw_area2_nogender,1990,0.9,0.734713034065926,-0.6010365153918531
d_efw_area2_nogender,1995,0.9,1.4299273011809106,-0.7188267379320319
d_efw_area2_nogender,2000,0.9,0.303715163763945,-1.3197231764194624
d_efw_area2_nogender,2005,0.9,0.6120149642048776,-0.24971309552086515
d_efw_area2_nogender,2010,0.9,0.3560806933337732,-0.26403292250697374
d_efw_area2_nogender,2015,0.9,0.33764215554187066,-0.25455937269326817
d_efw_area2_nogender,2020,0.9,0.2561921791527418,-0.2580077612857319
d_efw_area2_nogender,1970,0.85,,
d_efw_area2_nogender,1975,0.85,0.4539179565076387,-0.6102606784722219
d_efw_area2_nogender,1980,0.85,0.6295099107470835,-0.44909890974680605
d_efw_area2_nogender,1985,0.85,0.28914816809166743,-0.1383169324916664
d_efw_area2_nogender,1990,0.85,0.4235683729033335,-0.4712482400077771
d_efw_area2_nogender,1995,0.85,1.2917424273372327,-0.5229706111895673
d_efw_area2_nogender,2000,0.85,0.2443528872451645,-1.1231570232866515
d_efw_area2_nogender,2005,0.85,0.47743655516412714,-0.11688757478753437
d_efw_area2_nogender,2010,0.85,0.2637884345635,-0.19875775188519026
d_efw_area2_nogender,2015,0.85,0.26464874842718306,-0.196661135010023
d_efw_area2_nogender,2020,0.85,0.19466094961417918,-0.18311596906717842
